name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,UHR_1,UHR_2,UHR_3,HBR_1,HBR_2,HBR_3
ENST00000381061.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000381278.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000381568.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000381646.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000381756.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000381792.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000381821.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000382034.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000382086.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000382112.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000382243.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000382821.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000382932.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000382974.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000383024.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000383888.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384086.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384114.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384498.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384613.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384724.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384726.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384843.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000384963.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385018.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385046.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385095.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385097.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385098.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385099.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385100.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385101.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385140.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385197.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385210.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000385288.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000386745.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000389773.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000389970.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390282.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390283.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390284.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390286.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390287.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390291.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390293.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390294.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390295.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390296.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390297.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390298.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390299.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390300.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390301.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390302.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390303.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390305.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390306.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390307.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390308.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390310.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390311.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390313.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390314.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390315.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390318.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390319.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390320.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390322.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390324.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390326.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390327.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390328.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390330.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390813.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000390914.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000391240.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000391267.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000391625.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000393906.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395591.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395598.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395613.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395619.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395678.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395733.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395737.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395764.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395827.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395852.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000395854.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000396082.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000396103.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000396231.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000396387.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000396617.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000396982.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397110.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397275.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397287.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397303.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397326.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397450.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397452.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397468.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397518.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397520.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000397595.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000398017.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000398245.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000398292.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000398356.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000398793.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000399213.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000399627.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000399635.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000399687.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000399694.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000399839.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000400221.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000400246.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000400359.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000400382.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000400418.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000400588.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401419.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401450.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401475.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401751.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401756.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401833.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401850.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401885.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401886.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000401975.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402061.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402174.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402176.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402217.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402255.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402281.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402284.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402286.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402320.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402438.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402502.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402588.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402731.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402753.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402766.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402860.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402881.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402984.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000402997.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403026.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403066.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403208.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403210.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403326.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403463.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403477.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403492.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403503.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403565.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403642.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403696.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403880.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403904.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000403975.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404067.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404092.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404172.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404234.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404334.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404453.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404751.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404802.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000404920.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405009.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405091.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405135.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405237.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405300.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405369.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405484.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405677.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000405993.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000406199.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000406271.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000406293.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000406395.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000406508.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000406910.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000406912.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407082.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407217.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407461.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407471.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407587.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407598.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407835.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407886.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000407973.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000408031.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000408112.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000408142.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000408233.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000408439.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000408809.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000408833.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000409496.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410028.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410078.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410089.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410420.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410653.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410698.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410766.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000410983.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411210.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411423.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411478.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411501.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411511.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411532.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411581.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411679.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411680.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411821.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411892.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411907.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411961.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411969.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000411974.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412037.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412113.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412149.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412218.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412238.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412250.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412277.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412433.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412448.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412472.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412713.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412729.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412790.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412832.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000412893.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413051.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413114.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413209.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413251.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413294.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413497.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413576.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000413815.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414048.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414203.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414261.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414316.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414347.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414483.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414636.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414725.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414902.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000414989.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
